 ----------------------header-------------------------- 2018-08-08 08:46:59,260 [8] INFO  loginfo - 文件接收工具启动
2018-08-08 08:49:44,962 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,018 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,077 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,132 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,188 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,243 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,299 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,359 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,415 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,470 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,526 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,582 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,637 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,697 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,753 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,809 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,864 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,920 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:45,976 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,031 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,087 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,142 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,198 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,254 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,332 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,370 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,425 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,481 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,536 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,592 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,648 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,708 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,764 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,819 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,875 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,931 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:46,990 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,046 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,102 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,157 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,217 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,273 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,329 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,385 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,441 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,497 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,552 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,612 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,669 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,725 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,784 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,844 [15] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,900 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:47,956 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,016 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,071 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,127 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,183 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,238 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,294 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,354 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,415 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,470 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,526 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,586 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,641 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,697 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,753 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,808 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,864 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,920 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:48,975 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,031 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,086 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,142 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,198 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,253 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,309 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,366 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,425 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,480 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,536 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,592 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,650 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,711 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,771 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,826 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,912 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,942 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:49,998 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,053 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,109 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,165 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,220 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,276 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,332 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,387 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,443 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,499 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,554 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,610 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,665 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,721 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,777 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,837 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,893 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:50,948 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,004 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,059 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,119 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,176 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,232 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,288 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,344 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,399 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,455 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,515 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,571 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,626 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,682 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,738 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,793 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,849 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,904 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:51,960 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,016 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,071 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,127 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,183 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,242 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,299 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,355 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,411 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,466 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,522 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,582 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,639 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,694 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,750 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,806 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,861 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,921 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:52,977 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,032 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,088 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,144 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,204 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,259 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,315 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,371 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,427 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,482 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,540 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,596 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,652 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,707 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,763 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,823 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,878 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,934 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:53,990 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,045 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,103 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,158 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,214 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,270 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,325 [16] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,381 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,441 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,501 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,557 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,612 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,672 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,728 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,784 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,839 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,895 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:54,950 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:55,006 [14] INFO  loginfo - 收到数据文件
2018-08-08 08:49:55,064 [14] INFO  loginfo - 收到数据文件
